"offensePlayer1Id","offensePlayer2Id","offensePlayer3Id","offensePlayer4Id","offensePlayer5Id","defensePlayer1Id","defensePlayer2Id","defensePlayer3Id","defensePlayer4Id","defensePlayer5Id","offenseTeam","defenseTeam","points","possessions","home","ast","oreb","dreb","blk","stl","tov","pf","fgm","fga","x3m","x3a","ftm","fta","id"
"164","201","275","703","961","1889","431","445","682","692",1610612752,1610612739,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,"0029900001"
"164","201","703","84","961","1889","198","431","445","682",1610612752,1610612739,7,5,1,1,0,3,0,0,1,1,3,4,0,0,1,1,"0029900001"
"164","201","703","84","961","1889","431","445","682","692",1610612752,1610612739,2,1,1,1,2,0,0,0,0,0,1,3,0,0,0,0,"0029900001"
"164","275","369","703","913","1510","198","431","445","682",1610612752,1610612739,0,3,1,0,0,0,1,0,1,0,0,2,0,1,0,0,"0029900001"
"164","275","369","703","913","1889","198","431","445","682",1610612752,1610612739,0,2,1,0,0,0,1,0,0,0,0,2,0,1,0,0,"0029900001"
"164","275","369","703","948","1510","1538","198","431","445",1610612752,1610612739,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,"0029900001"
"164","275","369","703","948","1889","198","445","682","95",1610612752,1610612739,3,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,"0029900001"
"164","275","369","703","961","104","1889","198","445","682",1610612752,1610612739,0,1,1,0,0,1,0,0,0,0,0,2,0,1,0,0,"0029900001"
"164","275","369","703","961","1538","1889","198","445","692",1610612752,1610612739,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,"0029900001"
"164","275","703","84","913","1510","198","431","445","682",1610612752,1610612739,4,4,1,1,0,2,1,0,0,0,2,4,0,0,0,0,"0029900001"
"164","275","703","84","913","1889","198","445","682","95",1610612752,1610612739,8,5,1,3,0,3,2,0,0,0,3,5,2,2,0,0,"0029900001"
"164","275","703","84","913","1889","431","445","682","95",1610612752,1610612739,2,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,"0029900001"
