"offensePlayer1Id","offensePlayer2Id","offensePlayer3Id","offensePlayer4Id","offensePlayer5Id","defensePlayer1Id","defensePlayer2Id","defensePlayer3Id","defensePlayer4Id","defensePlayer5Id","offenseTeam","defenseTeam","points","possessions","home","ast","oreb","dreb","blk","stl","tov","pf","fgm","fga","x3m","x3a","ftm","fta","id"
"101133","1477","1938","2225","2588","101110","101112","101127","200750","2566",1610612759,1610612757,2,2,1,0,0,0,0,0,1,1,0,0,0,0,2,2,"0020700001"
"101177","1477","1495","1938","2225","101110","200746","200750","2038","2581",1610612759,1610612757,4,3,1,1,0,1,0,0,0,2,2,3,0,0,0,0,"0020700001"
"101177","1477","1495","2225","714","101110","101127","200746","200750","2038",1610612759,1610612757,25,21,1,5,2,6,2,0,2,6,10,20,1,4,4,6,"0020700001"
"101177","1495","2225","699","714","101110","101127","200746","200750","2038",1610612759,1610612757,8,4,1,2,0,2,1,0,1,0,3,3,1,1,1,1,"0020700001"
"101177","1495","2225","699","714","101127","200746","200750","2038","2566",1610612759,1610612757,2,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,"0020700001"
"101177","1922","1938","200827","699","101112","200771","2566","2581","2592",1610612759,1610612757,5,3,1,1,0,1,0,0,0,0,2,3,1,2,0,0,"0020700001"
"101177","1922","1938","2225","699","101127","200746","200750","2566","2581",1610612759,1610612757,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"0020700001"
"101177","1922","1938","2225","699","101127","200746","2566","2581","2592",1610612759,1610612757,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"0020700001"
"1477","1495","1922","1938","2225","101110","101127","200746","200750","2038",1610612759,1610612757,2,4,1,1,1,0,0,1,0,1,1,5,0,1,0,0,"0020700001"
"1477","1495","1922","1938","2225","101110","200746","200750","2038","2581",1610612759,1610612757,2,1,1,0,1,0,0,0,0,0,1,2,0,1,0,0,"0020700001"
"1477","1495","1922","2225","714","101110","101127","200746","200750","2038",1610612759,1610612757,3,3,1,0,1,2,0,0,1,0,1,2,0,0,1,2,"0020700001"
"1477","1495","1938","200827","2588","200750","2038","2566","2581","2592",1610612759,1610612757,3,3,1,0,1,2,0,0,0,2,1,3,0,0,1,2,"0020700001"
"1477","1495","1938","2225","2588","101110","200746","200750","2038","2581",1610612759,1610612757,11,10,1,4,0,3,0,2,0,1,5,9,0,2,1,2,"0020700001"
"1477","1495","2225","2588","714","101110","200746","200750","2566","2581",1610612759,1610612757,2,2,1,1,0,1,0,0,0,0,1,2,0,1,0,0,"0020700001"
"1495","1922","1938","200827","699","101110","200746","200750","2566","2581",1610612759,1610612757,4,4,1,1,0,0,0,1,0,0,1,2,1,2,1,4,"0020700001"
"1495","1922","1938","2225","714","101110","101127","200746","200750","2038",1610612759,1610612757,4,6,1,0,2,1,0,0,0,0,2,9,0,3,0,0,"0020700001"
"1495","1922","1938","2225","714","101110","200746","200750","2566","2581",1610612759,1610612757,2,1,1,0,0,1,0,0,0,0,0,0,0,0,2,2,"0020700001"
"1495","1938","200827","2588","699","200771","2038","2566","2581","2592",1610612759,1610612757,2,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,"0020700001"
"1495","2225","2588","699","714","101110","200746","200750","2566","2581",1610612759,1610612757,4,3,1,0,1,2,0,0,0,1,2,4,0,0,0,0,"0020700001"
"1922","1938","200827","2588","699","101110","101112","101127","2566","2581",1610612759,1610612757,7,4,1,0,2,2,0,1,1,0,3,5,1,3,0,0,"0020700001"
"1922","1938","200827","2588","699","101110","101112","200750","2566","2581",1610612759,1610612757,4,2,1,1,0,1,1,1,0,0,1,1,0,0,2,2,"0020700001"
"1922","1938","200827","2588","699","101112","200771","2566","2581","2592",1610612759,1610612757,10,8,1,3,0,1,0,1,2,2,3,6,1,2,3,3,"0020700001"
"1922","1938","2225","2588","699","101110","101127","200746","2566","2581",1610612759,1610612757,0,2,1,0,1,1,0,0,0,1,0,3,0,0,0,0,"0020700001"
"101110","101112","101127","200750","2566","101133","1477","1938","2225","2588",1610612757,1610612759,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"0020700001"
"101110","200746","200750","2566","2581","101133","1922","1938","200827","714",1610612757,1610612759,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0020700001"
"101110","200746","200750","2038","2581","101177","1477","1495","1938","2225",1610612757,1610612759,2,2,0,1,1,1,0,0,0,0,1,3,0,0,0,1,"0020700001"
"101110","101127","200746","200750","2038","101177","1477","1495","2225","714",1610612757,1610612759,24,22,0,4,2,6,0,0,4,5,10,20,1,2,3,4,"0020700001"
"101110","101127","200746","200750","2038","101177","1495","2225","699","714",1610612757,1610612759,2,3,0,0,0,0,0,1,0,1,1,3,0,0,0,0,"0020700001"
"101127","200746","200750","2038","2566","101177","1495","2225","699","714",1610612757,1610612759,3,1,0,0,1,0,0,0,0,0,1,2,0,0,1,1,"0020700001"
"101112","200771","2566","2581","2592","101177","1922","1938","200827","699",1610612757,1610612759,4,4,0,1,1,1,0,0,1,0,2,4,0,0,0,0,"0020700001"
"101127","200746","200750","2566","2581","101177","1922","1938","2225","699",1610612757,1610612759,2,2,0,0,0,1,0,0,0,1,1,2,0,1,0,0,"0020700001"
"101110","101127","200746","200750","2038","1477","1495","1922","1938","2225",1610612757,1610612759,8,5,0,1,1,3,1,0,1,0,3,4,0,1,2,2,"0020700001"
"101110","200746","200750","2038","2581","1477","1495","1922","1938","2225",1610612757,1610612759,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"0020700001"
"101110","101127","200746","200750","2038","1477","1495","1922","2225","714",1610612757,1610612759,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,"0020700001"
"200750","2038","2566","2581","2592","1477","1495","1938","200827","2588",1610612757,1610612759,0,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0,"0020700001"
"101110","200746","200750","2038","2581","1477","1495","1938","2225","2588",1610612757,1610612759,6,9,0,3,0,4,0,0,2,2,3,6,0,1,0,0,"0020700001"
"101110","200750","2038","2566","2581","1477","1495","1938","2225","2588",1610612757,1610612759,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,"0020700001"
"101110","200746","200750","2566","2581","1477","1495","2225","2588","714",1610612757,1610612759,3,2,0,1,0,1,0,0,0,0,1,2,1,1,0,0,"0020700001"
"101110","200746","200750","2566","2581","1477","1922","1938","2225","714",1610612757,1610612759,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"0020700001"
"101110","200746","200750","2566","2581","1495","1922","1938","200827","699",1610612757,1610612759,5,3,0,2,0,1,0,0,1,2,2,2,1,1,0,0,"0020700001"
"101110","101127","200746","200750","2038","1495","1922","1938","2225","714",1610612757,1610612759,10,7,0,0,1,5,1,0,1,0,5,7,0,0,0,0,"0020700001"
"101110","200746","200750","2566","2581","1495","1922","1938","2225","714",1610612757,1610612759,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,"0020700001"
"200771","2038","2566","2581","2592","1495","1938","200827","2588","699",1610612757,1610612759,5,3,0,0,0,2,0,0,1,0,2,2,1,1,0,0,"0020700001"
"101110","200746","200750","2566","2581","1495","2225","2588","699","714",1610612757,1610612759,2,3,0,0,0,1,1,0,0,0,0,2,0,1,2,2,"0020700001"
"101110","101112","101127","2566","2581","1922","1938","200827","2588","699",1610612757,1610612759,3,4,0,1,0,0,0,0,1,1,1,3,1,1,0,0,"0020700001"
"101110","101112","200750","2566","2581","1922","1938","200827","2588","699",1610612757,1610612759,3,3,0,1,1,0,0,0,1,1,1,3,1,1,0,0,"0020700001"
"101112","200771","2566","2581","2592","1922","1938","200827","2588","699",1610612757,1610612759,7,6,0,0,0,2,0,0,1,1,3,5,0,1,1,2,"0020700001"
"101110","101127","200746","2566","2581","1922","1938","2225","2588","699",1610612757,1610612759,4,3,0,0,0,2,1,0,0,0,1,2,0,0,2,2,"0020700001"
"101115","101142","200770","2230","977","1503","1719","2229","2397","2449",1610612747,1610612745,2,3,1,1,0,0,0,2,1,2,1,2,0,0,0,0,"0020700002"
"101115","101142","2575","965","977","101129","1503","1719","2229","87",1610612747,1610612745,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,"0020700002"
"101115","101142","2575","965","977","101236","1503","1719","1747","2397",1610612747,1610612745,8,5,1,0,0,2,1,0,0,0,1,1,0,0,6,7,"0020700002"
"101115","101142","2575","965","977","101236","1503","1719","2229","2397",1610612747,1610612745,5,6,1,1,0,3,0,2,1,1,1,3,0,0,3,5,"0020700002"
"101115","101142","2575","965","977","101236","1503","1747","2203","2397",1610612747,1610612745,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,2,"0020700002"
"101115","200770","2036","2230","2575","1503","1719","2229","2449","87",1610612747,1610612745,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,"0020700002"
"101115","200770","2036","2230","977","101236","1503","1719","2229","2397",1610612747,1610612745,0,2,1,0,0,0,0,0,0,1,0,2,0,1,0,0,"0020700002"
"101115","200770","2036","2230","977","1719","2203","2229","2397","2449",1610612747,1610612745,0,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,"0020700002"
"101115","200770","2036","2230","977","1719","2203","2229","2449","87",1610612747,1610612745,5,4,1,0,2,1,0,1,0,0,2,4,0,0,1,4,"0020700002"
"101115","200770","2230","2567","2575","101129","1503","1719","2229","87",1610612747,1610612745,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,"0020700002"
"101115","200770","2230","2567","2575","101129","1719","2203","2229","87",1610612747,1610612745,2,3,1,0,2,1,0,0,1,0,1,4,0,0,0,0,"0020700002"
"101115","200770","2230","2567","977","101129","1719","2203","2229","2397",1610612747,1610612745,2,6,1,1,0,0,0,3,1,2,1,5,0,0,0,0,"0020700002"
"101115","200770","2230","2567","977","1503","1719","2229","2397","2449",1610612747,1610612745,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"0020700002"
