"offensePlayer1Id","offensePlayer2Id","offensePlayer3Id","offensePlayer4Id","offensePlayer5Id","defensePlayer1Id","defensePlayer2Id","defensePlayer3Id","defensePlayer4Id","defensePlayer5Id","offenseTeam","defenseTeam","points","possessions","home","ast","oreb","dreb","blk","stl","tov","pf","fgm","fga","x3m","x3a","ftm","fta","id"
"200764","201962","202361","202697","2405","101138","200765","2039","2404","951",1610612752,1610612738,4,3,1,0,0,0,0,0,1,0,2,2,0,0,0,0,"0021100001"
"200764","201962","202361","202697","2405","101138","200765","2605","951","979",1610612752,1610612738,4,2,1,1,0,0,0,1,0,0,2,2,0,0,0,0,"0021100001"
"200764","201962","202697","2199","2405","200765","2562","708","951","979",1610612752,1610612738,2,1,1,0,0,0,0,0,0,1,0,0,0,0,2,2,"0021100001"
"200764","201962","202697","2405","2407","200765","202340","2404","2605","708",1610612752,1610612738,7,5,1,3,2,1,0,0,1,0,3,7,1,1,0,0,"0021100001"
"200764","201962","202697","2405","2407","200765","2562","708","951","979",1610612752,1610612738,4,2,1,0,0,1,0,1,0,2,2,2,0,0,0,0,"0021100001"
"200764","202697","202725","2407","2546","202340","2039","2404","2605","708",1610612752,1610612738,2,1,1,0,1,0,0,0,0,1,1,2,0,0,0,0,"0021100001"
"201611","201962","202361","2199","2405","101138","200765","202340","2039","2404",1610612752,1610612738,2,3,1,0,0,0,0,0,0,0,1,3,0,1,0,0,"0021100001"
"201611","201962","202725","2199","2546","101138","200765","2562","708","951",1610612752,1610612738,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,"0021100001"
"201611","201962","202725","2199","2546","101138","202340","2039","2404","2605",1610612752,1610612738,3,2,1,1,0,1,1,0,0,0,1,2,1,1,0,0,"0021100001"
"201611","201962","202725","2199","2546","101138","2039","2562","708","951",1610612752,1610612738,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,"0021100001"
"201611","201962","202725","2199","2546","101138","2039","2605","708","951",1610612752,1610612738,4,2,1,0,1,0,0,0,0,0,1,2,0,1,2,2,"0021100001"
"201611","201962","202725","2199","2546","200765","2605","708","951","979",1610612752,1610612738,0,2,1,0,0,1,2,0,0,0,0,2,0,1,0,0,"0021100001"
"201611","202361","202697","2199","2405","101138","200765","2605","951","979",1610612752,1610612738,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"0021100001"
"201611","202361","202697","2199","2405","200765","2605","708","951","979",1610612752,1610612738,2,4,1,0,0,0,0,0,1,3,1,3,0,0,0,0,"0021100001"
"201611","202361","202697","2405","2407","101138","200765","2605","951","979",1610612752,1610612738,0,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,"0021100001"
"201611","202697","202725","2407","2546","101138","200765","2039","2404","2605",1610612752,1610612738,3,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,"0021100001"
"201611","202697","202725","2407","2546","202340","2039","2404","2605","708",1610612752,1610612738,8,6,1,1,1,0,0,1,1,3,2,4,0,1,4,4,"0021100001"
"201611","202697","2199","2407","2546","101138","200765","2039","2404","2605",1610612752,1610612738,2,2,1,0,0,0,2,0,1,0,0,0,0,0,2,2,"0021100001"
"201962","202361","202697","2199","2405","101138","200765","2562","708","951",1610612752,1610612738,2,4,1,0,0,1,0,1,0,0,0,3,0,1,2,2,"0021100001"
"201962","202361","2199","2405","2546","101138","200765","2404","2605","951",1610612752,1610612738,2,1,1,1,0,1,0,0,0,0,1,2,0,1,0,0,"0021100001"
